Start date;End date;Total [MWh] Original resolutions;Photovoltaics and wind [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other [MWh] Calculated resolutions
Jul 16, 2025 12:00 AM;Jul 16, 2025 12:15 AM;1,166.25;302.00;302.00;0.00;867.00
Jul 16, 2025 12:15 AM;Jul 16, 2025 12:30 AM;1,166.25;300.00;300.00;0.00;867.00
Jul 16, 2025 12:30 AM;Jul 16, 2025 12:45 AM;1,166.25;298.00;298.00;0.00;867.00
Jul 16, 2025 12:45 AM;Jul 16, 2025 1:00 AM;1,166.25;297.00;297.00;0.00;867.00
Jul 16, 2025 1:00 AM;Jul 16, 2025 1:15 AM;1,077.50;296.00;296.00;0.00;785.25
Jul 16, 2025 1:15 AM;Jul 16, 2025 1:30 AM;1,077.50;293.00;293.00;0.00;785.25
Jul 16, 2025 1:30 AM;Jul 16, 2025 1:45 AM;1,077.50;291.00;291.00;0.00;785.25
Jul 16, 2025 1:45 AM;Jul 16, 2025 2:00 AM;1,077.50;289.00;289.00;0.00;785.25
Jul 16, 2025 2:00 AM;Jul 16, 2025 2:15 AM;1,072.75;289.00;289.00;0.00;781.50
Jul 16, 2025 2:15 AM;Jul 16, 2025 2:30 AM;1,072.75;290.00;290.00;0.00;781.50
Jul 16, 2025 2:30 AM;Jul 16, 2025 2:45 AM;1,072.75;292.00;292.00;0.00;781.50
Jul 16, 2025 2:45 AM;Jul 16, 2025 3:00 AM;1,072.75;294.00;294.00;0.00;781.50
Jul 16, 2025 3:00 AM;Jul 16, 2025 3:15 AM;1,062.75;295.00;295.00;0.00;767.00
Jul 16, 2025 3:15 AM;Jul 16, 2025 3:30 AM;1,062.75;296.00;296.00;0.00;767.00
Jul 16, 2025 3:30 AM;Jul 16, 2025 3:45 AM;1,062.75;296.00;296.00;0.00;767.00
Jul 16, 2025 3:45 AM;Jul 16, 2025 4:00 AM;1,062.75;296.00;296.00;0.00;767.00
Jul 16, 2025 4:00 AM;Jul 16, 2025 4:15 AM;1,051.00;295.00;295.00;0.00;763.75
Jul 16, 2025 4:15 AM;Jul 16, 2025 4:30 AM;1,051.00;290.00;290.00;0.00;763.75
Jul 16, 2025 4:30 AM;Jul 16, 2025 4:45 AM;1,051.00;285.00;285.00;0.00;763.75
Jul 16, 2025 4:45 AM;Jul 16, 2025 5:00 AM;1,051.00;279.00;279.00;0.00;763.75
Jul 16, 2025 5:00 AM;Jul 16, 2025 5:15 AM;1,060.00;272.00;272.00;0.00;800.50
Jul 16, 2025 5:15 AM;Jul 16, 2025 5:30 AM;1,060.00;263.00;262.00;1.00;800.50
Jul 16, 2025 5:30 AM;Jul 16, 2025 5:45 AM;1,060.00;254.00;250.00;4.00;800.50
Jul 16, 2025 5:45 AM;Jul 16, 2025 6:00 AM;1,060.00;249.00;239.00;10.00;800.50
Jul 16, 2025 6:00 AM;Jul 16, 2025 6:15 AM;1,127.50;248.00;229.00;19.00;881.00
Jul 16, 2025 6:15 AM;Jul 16, 2025 6:30 AM;1,127.50;246.00;215.00;31.00;881.00
Jul 16, 2025 6:30 AM;Jul 16, 2025 6:45 AM;1,127.50;245.00;201.00;44.00;881.00
Jul 16, 2025 6:45 AM;Jul 16, 2025 7:00 AM;1,127.50;247.00;188.00;59.00;881.00
Jul 16, 2025 7:00 AM;Jul 16, 2025 7:15 AM;1,291.25;248.00;174.00;74.00;1,035.50
Jul 16, 2025 7:15 AM;Jul 16, 2025 7:30 AM;1,291.25;253.00;165.00;88.00;1,035.50
Jul 16, 2025 7:30 AM;Jul 16, 2025 7:45 AM;1,291.25;259.00;156.00;103.00;1,035.50
Jul 16, 2025 7:45 AM;Jul 16, 2025 8:00 AM;1,291.25;263.00;146.00;117.00;1,035.50
Jul 16, 2025 8:00 AM;Jul 16, 2025 8:15 AM;1,175.25;269.00;138.00;131.00;892.50
Jul 16, 2025 8:15 AM;Jul 16, 2025 8:30 AM;1,175.25;278.00;132.00;146.00;892.50
Jul 16, 2025 8:30 AM;Jul 16, 2025 8:45 AM;1,175.25;287.00;125.00;162.00;892.50
Jul 16, 2025 8:45 AM;Jul 16, 2025 9:00 AM;1,175.25;297.00;118.00;179.00;892.50
Jul 16, 2025 9:00 AM;Jul 16, 2025 9:15 AM;1,128.00;309.00;113.00;196.00;797.00
Jul 16, 2025 9:15 AM;Jul 16, 2025 9:30 AM;1,128.00;323.00;109.00;214.00;797.00
Jul 16, 2025 9:30 AM;Jul 16, 2025 9:45 AM;1,128.00;338.00;106.00;232.00;797.00
Jul 16, 2025 9:45 AM;Jul 16, 2025 10:00 AM;1,128.00;354.00;103.00;251.00;797.00
Jul 16, 2025 10:00 AM;Jul 16, 2025 10:15 AM;1,095.50;371.00;100.00;271.00;698.25
Jul 16, 2025 10:15 AM;Jul 16, 2025 10:30 AM;1,095.50;390.00;99.00;291.00;698.25
Jul 16, 2025 10:30 AM;Jul 16, 2025 10:45 AM;1,095.50;406.00;97.00;309.00;698.25
Jul 16, 2025 10:45 AM;Jul 16, 2025 11:00 AM;1,095.50;422.00;96.00;326.00;698.25
Jul 16, 2025 11:00 AM;Jul 16, 2025 11:15 AM;1,100.75;434.00;93.00;341.00;651.25
Jul 16, 2025 11:15 AM;Jul 16, 2025 11:30 AM;1,100.75;446.00;90.00;356.00;651.25
Jul 16, 2025 11:30 AM;Jul 16, 2025 11:45 AM;1,100.75;455.00;86.00;369.00;651.25
Jul 16, 2025 11:45 AM;Jul 16, 2025 12:00 PM;1,100.75;463.00;83.00;380.00;651.25
Jul 16, 2025 12:00 PM;Jul 16, 2025 12:15 PM;1,127.25;470.00;80.00;390.00;648.25
Jul 16, 2025 12:15 PM;Jul 16, 2025 12:30 PM;1,127.25;479.00;80.00;399.00;648.25
Jul 16, 2025 12:30 PM;Jul 16, 2025 12:45 PM;1,127.25;483.00;79.00;404.00;648.25
Jul 16, 2025 12:45 PM;Jul 16, 2025 1:00 PM;1,127.25;484.00;79.00;405.00;648.25
Jul 16, 2025 1:00 PM;Jul 16, 2025 1:15 PM;1,137.50;484.00;79.00;405.00;652.50
Jul 16, 2025 1:15 PM;Jul 16, 2025 1:30 PM;1,137.50;485.00;80.00;405.00;652.50
Jul 16, 2025 1:30 PM;Jul 16, 2025 1:45 PM;1,137.50;485.00;81.00;404.00;652.50
Jul 16, 2025 1:45 PM;Jul 16, 2025 2:00 PM;1,137.50;486.00;83.00;403.00;652.50
Jul 16, 2025 2:00 PM;Jul 16, 2025 2:15 PM;1,145.00;485.00;85.00;400.00;661.00
Jul 16, 2025 2:15 PM;Jul 16, 2025 2:30 PM;1,145.00;485.00;89.00;396.00;661.00
Jul 16, 2025 2:30 PM;Jul 16, 2025 2:45 PM;1,145.00;484.00;93.00;391.00;661.00
Jul 16, 2025 2:45 PM;Jul 16, 2025 3:00 PM;1,145.00;482.00;97.00;385.00;661.00
Jul 16, 2025 3:00 PM;Jul 16, 2025 3:15 PM;1,126.75;478.00;100.00;378.00;660.75
Jul 16, 2025 3:15 PM;Jul 16, 2025 3:30 PM;1,126.75;473.00;103.00;370.00;660.75
Jul 16, 2025 3:30 PM;Jul 16, 2025 3:45 PM;1,126.75;463.00;105.00;358.00;660.75
Jul 16, 2025 3:45 PM;Jul 16, 2025 4:00 PM;1,126.75;450.00;108.00;342.00;660.75
Jul 16, 2025 4:00 PM;Jul 16, 2025 4:15 PM;1,125.75;436.00;111.00;325.00;714.50
Jul 16, 2025 4:15 PM;Jul 16, 2025 4:30 PM;1,125.75;420.00;114.00;306.00;714.50
Jul 16, 2025 4:30 PM;Jul 16, 2025 4:45 PM;1,125.75;403.00;116.00;287.00;714.50
Jul 16, 2025 4:45 PM;Jul 16, 2025 5:00 PM;1,125.75;386.00;119.00;267.00;714.50
Jul 16, 2025 5:00 PM;Jul 16, 2025 5:15 PM;1,220.00;368.00;121.00;247.00;873.50
Jul 16, 2025 5:15 PM;Jul 16, 2025 5:30 PM;1,220.00;354.00;127.00;227.00;873.50
Jul 16, 2025 5:30 PM;Jul 16, 2025 5:45 PM;1,220.00;339.00;132.00;207.00;873.50
Jul 16, 2025 5:45 PM;Jul 16, 2025 6:00 PM;1,220.00;325.00;138.00;187.00;873.50
Jul 16, 2025 6:00 PM;Jul 16, 2025 6:15 PM;1,262.50;311.00;144.00;167.00;970.75
Jul 16, 2025 6:15 PM;Jul 16, 2025 6:30 PM;1,262.50;299.00;152.00;147.00;970.75
Jul 16, 2025 6:30 PM;Jul 16, 2025 6:45 PM;1,262.50;285.00;159.00;126.00;970.75
Jul 16, 2025 6:45 PM;Jul 16, 2025 7:00 PM;1,262.50;272.00;167.00;105.00;970.75
Jul 16, 2025 7:00 PM;Jul 16, 2025 7:15 PM;1,500.75;260.00;176.00;84.00;1,246.50
Jul 16, 2025 7:15 PM;Jul 16, 2025 7:30 PM;1,500.75;254.00;190.00;64.00;1,246.50
Jul 16, 2025 7:30 PM;Jul 16, 2025 7:45 PM;1,500.75;252.00;205.00;47.00;1,246.50
Jul 16, 2025 7:45 PM;Jul 16, 2025 8:00 PM;1,500.75;251.00;219.00;32.00;1,246.50
Jul 16, 2025 8:00 PM;Jul 16, 2025 8:15 PM;1,812.00;251.00;232.00;19.00;1,572.50
Jul 16, 2025 8:15 PM;Jul 16, 2025 8:30 PM;1,812.00;241.00;231.00;10.00;1,572.50
Jul 16, 2025 8:30 PM;Jul 16, 2025 8:45 PM;1,812.00;235.00;231.00;4.00;1,572.50
Jul 16, 2025 8:45 PM;Jul 16, 2025 9:00 PM;1,812.00;231.00;230.00;1.00;1,572.50
Jul 16, 2025 9:00 PM;Jul 16, 2025 9:15 PM;1,773.50;231.00;231.00;0.00;1,532.00
Jul 16, 2025 9:15 PM;Jul 16, 2025 9:30 PM;1,773.50;238.00;238.00;0.00;1,532.00
Jul 16, 2025 9:30 PM;Jul 16, 2025 9:45 PM;1,773.50;245.00;245.00;0.00;1,532.00
Jul 16, 2025 9:45 PM;Jul 16, 2025 10:00 PM;1,773.50;252.00;252.00;0.00;1,532.00
Jul 16, 2025 10:00 PM;Jul 16, 2025 10:15 PM;1,633.25;259.00;259.00;0.00;1,360.25
Jul 16, 2025 10:15 PM;Jul 16, 2025 10:30 PM;1,633.25;268.00;268.00;0.00;1,360.25
Jul 16, 2025 10:30 PM;Jul 16, 2025 10:45 PM;1,633.25;278.00;278.00;0.00;1,360.25
Jul 16, 2025 10:45 PM;Jul 16, 2025 11:00 PM;1,633.25;287.00;287.00;0.00;1,360.25
Jul 16, 2025 11:00 PM;Jul 16, 2025 11:15 PM;1,191.75;295.00;295.00;0.00;889.00
Jul 16, 2025 11:15 PM;Jul 16, 2025 11:30 PM;1,191.75;300.00;300.00;0.00;889.00
Jul 16, 2025 11:30 PM;Jul 16, 2025 11:45 PM;1,191.75;305.00;305.00;0.00;889.00
Jul 16, 2025 11:45 PM;Jul 17, 2025 12:00 AM;1,191.75;311.00;311.00;0.00;889.00
Jul 17, 2025 12:00 AM;Jul 17, 2025 12:15 AM;1,259.50;365.00;365.00;0.00;875.75
Jul 17, 2025 12:15 AM;Jul 17, 2025 12:30 AM;1,259.50;378.00;378.00;0.00;875.75
Jul 17, 2025 12:30 AM;Jul 17, 2025 12:45 AM;1,259.50;390.00;390.00;0.00;875.75
Jul 17, 2025 12:45 AM;Jul 17, 2025 1:00 AM;1,259.50;402.00;402.00;0.00;875.75
Jul 17, 2025 1:00 AM;Jul 17, 2025 1:15 AM;1,232.25;414.00;414.00;0.00;809.00
Jul 17, 2025 1:15 AM;Jul 17, 2025 1:30 AM;1,232.25;420.00;420.00;0.00;809.00
Jul 17, 2025 1:30 AM;Jul 17, 2025 1:45 AM;1,232.25;427.00;427.00;0.00;809.00
Jul 17, 2025 1:45 AM;Jul 17, 2025 2:00 AM;1,232.25;432.00;432.00;0.00;809.00
Jul 17, 2025 2:00 AM;Jul 17, 2025 2:15 AM;1,156.50;436.00;436.00;0.00;718.00
Jul 17, 2025 2:15 AM;Jul 17, 2025 2:30 AM;1,156.50;438.00;438.00;0.00;718.00
Jul 17, 2025 2:30 AM;Jul 17, 2025 2:45 AM;1,156.50;439.00;439.00;0.00;718.00
Jul 17, 2025 2:45 AM;Jul 17, 2025 3:00 AM;1,156.50;441.00;441.00;0.00;718.00
Jul 17, 2025 3:00 AM;Jul 17, 2025 3:15 AM;1,146.25;441.00;441.00;0.00;709.75
Jul 17, 2025 3:15 AM;Jul 17, 2025 3:30 AM;1,146.25;438.00;438.00;0.00;709.75
Jul 17, 2025 3:30 AM;Jul 17, 2025 3:45 AM;1,146.25;435.00;435.00;0.00;709.75
Jul 17, 2025 3:45 AM;Jul 17, 2025 4:00 AM;1,146.25;432.00;432.00;0.00;709.75
Jul 17, 2025 4:00 AM;Jul 17, 2025 4:15 AM;1,166.50;428.00;428.00;0.00;750.50
Jul 17, 2025 4:15 AM;Jul 17, 2025 4:30 AM;1,166.50;420.00;420.00;0.00;750.50
Jul 17, 2025 4:30 AM;Jul 17, 2025 4:45 AM;1,166.50;412.00;412.00;0.00;750.50
Jul 17, 2025 4:45 AM;Jul 17, 2025 5:00 AM;1,166.50;404.00;404.00;0.00;750.50
Jul 17, 2025 5:00 AM;Jul 17, 2025 5:15 AM;1,340.00;397.00;397.00;0.00;951.25
Jul 17, 2025 5:15 AM;Jul 17, 2025 5:30 AM;1,340.00;389.00;388.00;1.00;951.25
Jul 17, 2025 5:30 AM;Jul 17, 2025 5:45 AM;1,340.00;385.00;380.00;5.00;951.25
Jul 17, 2025 5:45 AM;Jul 17, 2025 6:00 AM;1,340.00;384.00;372.00;12.00;951.25
Jul 17, 2025 6:00 AM;Jul 17, 2025 6:15 AM;1,466.25;387.00;364.00;23.00;1,073.00
Jul 17, 2025 6:15 AM;Jul 17, 2025 6:30 AM;1,466.25;389.00;352.00;37.00;1,073.00
Jul 17, 2025 6:30 AM;Jul 17, 2025 6:45 AM;1,466.25;395.00;341.00;54.00;1,073.00
Jul 17, 2025 6:45 AM;Jul 17, 2025 7:00 AM;1,466.25;402.00;330.00;72.00;1,073.00
Jul 17, 2025 7:00 AM;Jul 17, 2025 7:15 AM;1,517.00;414.00;321.00;93.00;1,071.25
Jul 17, 2025 7:15 AM;Jul 17, 2025 7:30 AM;1,517.00;435.00;321.00;114.00;1,071.25
Jul 17, 2025 7:30 AM;Jul 17, 2025 7:45 AM;1,517.00;456.00;320.00;136.00;1,071.25
Jul 17, 2025 7:45 AM;Jul 17, 2025 8:00 AM;1,517.00;478.00;320.00;158.00;1,071.25
Jul 17, 2025 8:00 AM;Jul 17, 2025 8:15 AM;1,587.00;501.00;320.00;181.00;1,046.25
Jul 17, 2025 8:15 AM;Jul 17, 2025 8:30 AM;1,587.00;528.00;324.00;204.00;1,046.25
Jul 17, 2025 8:30 AM;Jul 17, 2025 8:45 AM;1,587.00;554.00;327.00;227.00;1,046.25
Jul 17, 2025 8:45 AM;Jul 17, 2025 9:00 AM;1,587.00;580.00;330.00;250.00;1,046.25
Jul 17, 2025 9:00 AM;Jul 17, 2025 9:15 AM;1,409.25;607.00;333.00;274.00;761.50
Jul 17, 2025 9:15 AM;Jul 17, 2025 9:30 AM;1,409.25;634.00;337.00;297.00;761.50
Jul 17, 2025 9:30 AM;Jul 17, 2025 9:45 AM;1,409.25;661.00;340.00;321.00;761.50
Jul 17, 2025 9:45 AM;Jul 17, 2025 10:00 AM;1,409.25;689.00;344.00;345.00;761.50
Jul 17, 2025 10:00 AM;Jul 17, 2025 10:15 AM;1,355.00;717.00;348.00;369.00;602.50
Jul 17, 2025 10:15 AM;Jul 17, 2025 10:30 AM;1,355.00;743.00;350.00;393.00;602.50
Jul 17, 2025 10:30 AM;Jul 17, 2025 10:45 AM;1,355.00;766.00;352.00;414.00;602.50
Jul 17, 2025 10:45 AM;Jul 17, 2025 11:00 AM;1,355.00;784.00;354.00;430.00;602.50
Jul 17, 2025 11:00 AM;Jul 17, 2025 11:15 AM;1,329.75;800.00;356.00;444.00;511.25
Jul 17, 2025 11:15 AM;Jul 17, 2025 11:30 AM;1,329.75;814.00;358.00;456.00;511.25
Jul 17, 2025 11:30 AM;Jul 17, 2025 11:45 AM;1,329.75;825.00;359.00;466.00;511.25
Jul 17, 2025 11:45 AM;Jul 17, 2025 12:00 PM;1,329.75;835.00;361.00;474.00;511.25
Jul 17, 2025 12:00 PM;Jul 17, 2025 12:15 PM;1,315.50;843.00;363.00;480.00;462.00
Jul 17, 2025 12:15 PM;Jul 17, 2025 12:30 PM;1,315.50;852.00;366.00;486.00;462.00
Jul 17, 2025 12:30 PM;Jul 17, 2025 12:45 PM;1,315.50;858.00;370.00;488.00;462.00
Jul 17, 2025 12:45 PM;Jul 17, 2025 1:00 PM;1,315.50;861.00;374.00;487.00;462.00
Jul 17, 2025 1:00 PM;Jul 17, 2025 1:15 PM;1,325.25;862.00;378.00;484.00;464.00
Jul 17, 2025 1:15 PM;Jul 17, 2025 1:30 PM;1,325.25;862.00;381.00;481.00;464.00
Jul 17, 2025 1:30 PM;Jul 17, 2025 1:45 PM;1,325.25;861.00;383.00;478.00;464.00
Jul 17, 2025 1:45 PM;Jul 17, 2025 2:00 PM;1,325.25;860.00;386.00;474.00;464.00
Jul 17, 2025 2:00 PM;Jul 17, 2025 2:15 PM;1,334.50;857.00;388.00;469.00;486.50
Jul 17, 2025 2:15 PM;Jul 17, 2025 2:30 PM;1,334.50;852.00;389.00;463.00;486.50
Jul 17, 2025 2:30 PM;Jul 17, 2025 2:45 PM;1,334.50;846.00;390.00;456.00;486.50
Jul 17, 2025 2:45 PM;Jul 17, 2025 3:00 PM;1,334.50;837.00;390.00;447.00;486.50
Jul 17, 2025 3:00 PM;Jul 17, 2025 3:15 PM;1,319.00;827.00;391.00;436.00;507.00
Jul 17, 2025 3:15 PM;Jul 17, 2025 3:30 PM;1,319.00;819.00;394.00;425.00;507.00
Jul 17, 2025 3:30 PM;Jul 17, 2025 3:45 PM;1,319.00;808.00;397.00;411.00;507.00
Jul 17, 2025 3:45 PM;Jul 17, 2025 4:00 PM;1,319.00;794.00;400.00;394.00;507.00
Jul 17, 2025 4:00 PM;Jul 17, 2025 4:15 PM;1,307.75;779.00;402.00;377.00;558.00
Jul 17, 2025 4:15 PM;Jul 17, 2025 4:30 PM;1,307.75;759.00;402.00;357.00;558.00
Jul 17, 2025 4:30 PM;Jul 17, 2025 4:45 PM;1,307.75;740.00;402.00;338.00;558.00
Jul 17, 2025 4:45 PM;Jul 17, 2025 5:00 PM;1,307.75;721.00;402.00;319.00;558.00
Jul 17, 2025 5:00 PM;Jul 17, 2025 5:15 PM;1,326.75;701.00;401.00;300.00;667.25
Jul 17, 2025 5:15 PM;Jul 17, 2025 5:30 PM;1,326.75;675.00;396.00;279.00;667.25
Jul 17, 2025 5:30 PM;Jul 17, 2025 5:45 PM;1,326.75;646.00;390.00;256.00;667.25
Jul 17, 2025 5:45 PM;Jul 17, 2025 6:00 PM;1,326.75;616.00;385.00;231.00;667.25
Jul 17, 2025 6:00 PM;Jul 17, 2025 6:15 PM;1,563.50;583.00;377.00;206.00;1,035.75
Jul 17, 2025 6:15 PM;Jul 17, 2025 6:30 PM;1,563.50;546.00;366.00;180.00;1,035.75
Jul 17, 2025 6:30 PM;Jul 17, 2025 6:45 PM;1,563.50;509.00;355.00;154.00;1,035.75
Jul 17, 2025 6:45 PM;Jul 17, 2025 7:00 PM;1,563.50;473.00;344.00;129.00;1,035.75
Jul 17, 2025 7:00 PM;Jul 17, 2025 7:15 PM;1,787.25;437.00;334.00;103.00;1,390.25
Jul 17, 2025 7:15 PM;Jul 17, 2025 7:30 PM;1,787.25;409.00;330.00;79.00;1,390.25
Jul 17, 2025 7:30 PM;Jul 17, 2025 7:45 PM;1,787.25;383.00;325.00;58.00;1,390.25
Jul 17, 2025 7:45 PM;Jul 17, 2025 8:00 PM;1,787.25;359.00;321.00;38.00;1,390.25
Jul 17, 2025 8:00 PM;Jul 17, 2025 8:15 PM;2,012.00;340.00;318.00;22.00;1,679.50
Jul 17, 2025 8:15 PM;Jul 17, 2025 8:30 PM;2,012.00;332.00;321.00;11.00;1,679.50
Jul 17, 2025 8:30 PM;Jul 17, 2025 8:45 PM;2,012.00;329.00;325.00;4.00;1,679.50
Jul 17, 2025 8:45 PM;Jul 17, 2025 9:00 PM;2,012.00;329.00;328.00;1.00;1,679.50
Jul 17, 2025 9:00 PM;Jul 17, 2025 9:15 PM;2,009.50;332.00;332.00;0.00;1,674.50
Jul 17, 2025 9:15 PM;Jul 17, 2025 9:30 PM;2,009.50;334.00;334.00;0.00;1,674.50
Jul 17, 2025 9:30 PM;Jul 17, 2025 9:45 PM;2,009.50;336.00;336.00;0.00;1,674.50
Jul 17, 2025 9:45 PM;Jul 17, 2025 10:00 PM;2,009.50;338.00;338.00;0.00;1,674.50
Jul 17, 2025 10:00 PM;Jul 17, 2025 10:15 PM;1,799.50;340.00;340.00;0.00;1,461.50
Jul 17, 2025 10:15 PM;Jul 17, 2025 10:30 PM;1,799.50;339.00;339.00;0.00;1,461.50
Jul 17, 2025 10:30 PM;Jul 17, 2025 10:45 PM;1,799.50;337.00;337.00;0.00;1,461.50
Jul 17, 2025 10:45 PM;Jul 17, 2025 11:00 PM;1,799.50;336.00;336.00;0.00;1,461.50
Jul 17, 2025 11:00 PM;Jul 17, 2025 11:15 PM;1,632.75;334.00;334.00;0.00;1,303.25
Jul 17, 2025 11:15 PM;Jul 17, 2025 11:30 PM;1,632.75;331.00;331.00;0.00;1,303.25
Jul 17, 2025 11:30 PM;Jul 17, 2025 11:45 PM;1,632.75;328.00;328.00;0.00;1,303.25
Jul 17, 2025 11:45 PM;Jul 18, 2025 12:00 AM;1,632.75;325.00;325.00;0.00;1,303.25
Jul 18, 2025 12:00 AM;Jul 18, 2025 12:15 AM;1,397.50;237.00;237.00;0.00;1,163.00
Jul 18, 2025 12:15 AM;Jul 18, 2025 12:30 AM;1,397.50;235.00;235.00;0.00;1,163.00
Jul 18, 2025 12:30 AM;Jul 18, 2025 12:45 AM;1,397.50;234.00;234.00;0.00;1,163.00
Jul 18, 2025 12:45 AM;Jul 18, 2025 1:00 AM;1,397.50;232.00;232.00;0.00;1,163.00
Jul 18, 2025 1:00 AM;Jul 18, 2025 1:15 AM;1,345.00;231.00;231.00;0.00;1,115.50
Jul 18, 2025 1:15 AM;Jul 18, 2025 1:30 AM;1,345.00;230.00;230.00;0.00;1,115.50
Jul 18, 2025 1:30 AM;Jul 18, 2025 1:45 AM;1,345.00;229.00;229.00;0.00;1,115.50
Jul 18, 2025 1:45 AM;Jul 18, 2025 2:00 AM;1,345.00;228.00;228.00;0.00;1,115.50
Jul 18, 2025 2:00 AM;Jul 18, 2025 2:15 AM;1,313.75;229.00;229.00;0.00;1,080.25
Jul 18, 2025 2:15 AM;Jul 18, 2025 2:30 AM;1,313.75;232.00;232.00;0.00;1,080.25
Jul 18, 2025 2:30 AM;Jul 18, 2025 2:45 AM;1,313.75;235.00;235.00;0.00;1,080.25
Jul 18, 2025 2:45 AM;Jul 18, 2025 3:00 AM;1,313.75;238.00;238.00;0.00;1,080.25
Jul 18, 2025 3:00 AM;Jul 18, 2025 3:15 AM;1,304.50;240.00;240.00;0.00;1,062.00
Jul 18, 2025 3:15 AM;Jul 18, 2025 3:30 AM;1,304.50;242.00;242.00;0.00;1,062.00
Jul 18, 2025 3:30 AM;Jul 18, 2025 3:45 AM;1,304.50;243.00;243.00;0.00;1,062.00
Jul 18, 2025 3:45 AM;Jul 18, 2025 4:00 AM;1,304.50;245.00;245.00;0.00;1,062.00
Jul 18, 2025 4:00 AM;Jul 18, 2025 4:15 AM;1,294.00;245.00;245.00;0.00;1,059.50
Jul 18, 2025 4:15 AM;Jul 18, 2025 4:30 AM;1,294.00;238.00;238.00;0.00;1,059.50
Jul 18, 2025 4:30 AM;Jul 18, 2025 4:45 AM;1,294.00;231.00;231.00;0.00;1,059.50
Jul 18, 2025 4:45 AM;Jul 18, 2025 5:00 AM;1,294.00;224.00;224.00;0.00;1,059.50
Jul 18, 2025 5:00 AM;Jul 18, 2025 5:15 AM;1,336.25;216.00;216.00;0.00;1,125.50
Jul 18, 2025 5:15 AM;Jul 18, 2025 5:30 AM;1,336.25;210.00;209.00;1.00;1,125.50
Jul 18, 2025 5:30 AM;Jul 18, 2025 5:45 AM;1,336.25;207.00;203.00;4.00;1,125.50
Jul 18, 2025 5:45 AM;Jul 18, 2025 6:00 AM;1,336.25;210.00;198.00;12.00;1,125.50
Jul 18, 2025 6:00 AM;Jul 18, 2025 6:15 AM;1,749.75;215.00;193.00;22.00;1,520.00
Jul 18, 2025 6:15 AM;Jul 18, 2025 6:30 AM;1,749.75;224.00;189.00;35.00;1,520.00
Jul 18, 2025 6:30 AM;Jul 18, 2025 6:45 AM;1,749.75;234.00;185.00;49.00;1,520.00
Jul 18, 2025 6:45 AM;Jul 18, 2025 7:00 AM;1,749.75;246.00;181.00;65.00;1,520.00
Jul 18, 2025 7:00 AM;Jul 18, 2025 7:15 AM;1,792.00;262.00;177.00;85.00;1,495.50
Jul 18, 2025 7:15 AM;Jul 18, 2025 7:30 AM;1,792.00;284.00;174.00;110.00;1,495.50
Jul 18, 2025 7:30 AM;Jul 18, 2025 7:45 AM;1,792.00;307.00;170.00;137.00;1,495.50
Jul 18, 2025 7:45 AM;Jul 18, 2025 8:00 AM;1,792.00;333.00;167.00;166.00;1,495.50
Jul 18, 2025 8:00 AM;Jul 18, 2025 8:15 AM;1,599.25;362.00;167.00;195.00;1,180.75
Jul 18, 2025 8:15 AM;Jul 18, 2025 8:30 AM;1,599.25;399.00;173.00;226.00;1,180.75
Jul 18, 2025 8:30 AM;Jul 18, 2025 8:45 AM;1,599.25;437.00;179.00;258.00;1,180.75
Jul 18, 2025 8:45 AM;Jul 18, 2025 9:00 AM;1,599.25;476.00;186.00;290.00;1,180.75
Jul 18, 2025 9:00 AM;Jul 18, 2025 9:15 AM;1,418.25;516.00;193.00;323.00;844.25
Jul 18, 2025 9:15 AM;Jul 18, 2025 9:30 AM;1,418.25;556.00;199.00;357.00;844.25
Jul 18, 2025 9:30 AM;Jul 18, 2025 9:45 AM;1,418.25;594.00;205.00;389.00;844.25
Jul 18, 2025 9:45 AM;Jul 18, 2025 10:00 AM;1,418.25;630.00;212.00;418.00;844.25
Jul 18, 2025 10:00 AM;Jul 18, 2025 10:15 AM;1,393.25;662.00;217.00;445.00;689.00
Jul 18, 2025 10:15 AM;Jul 18, 2025 10:30 AM;1,393.25;691.00;219.00;472.00;689.00
Jul 18, 2025 10:30 AM;Jul 18, 2025 10:45 AM;1,393.25;719.00;221.00;498.00;689.00
Jul 18, 2025 10:45 AM;Jul 18, 2025 11:00 AM;1,393.25;745.00;222.00;523.00;689.00
Jul 18, 2025 11:00 AM;Jul 18, 2025 11:15 AM;1,369.25;768.00;222.00;546.00;573.75
Jul 18, 2025 11:15 AM;Jul 18, 2025 11:30 AM;1,369.25;788.00;221.00;567.00;573.75
Jul 18, 2025 11:30 AM;Jul 18, 2025 11:45 AM;1,369.25;806.00;219.00;587.00;573.75
Jul 18, 2025 11:45 AM;Jul 18, 2025 12:00 PM;1,369.25;820.00;217.00;603.00;573.75
Jul 18, 2025 12:00 PM;Jul 18, 2025 12:15 PM;1,353.50;832.00;215.00;617.00;511.25
Jul 18, 2025 12:15 PM;Jul 18, 2025 12:30 PM;1,353.50;841.00;213.00;628.00;511.25
Jul 18, 2025 12:30 PM;Jul 18, 2025 12:45 PM;1,353.50;847.00;211.00;636.00;511.25
Jul 18, 2025 12:45 PM;Jul 18, 2025 1:00 PM;1,353.50;849.00;208.00;641.00;511.25
Jul 18, 2025 1:00 PM;Jul 18, 2025 1:15 PM;1,345.00;849.00;206.00;643.00;502.00
